 n     ch_hole col3 col4 col5
    1322 -0.71899271E+01 -0.10400148E-16 -0.76075473E+01  0.56990402E-17
    1323 -0.71905316E+01 -0.10400010E-16 -0.76075473E+01  0.56990402E-17
    1324 -0.71910807E+01 -0.10399768E-16 -0.76075473E+01  0.56990402E-17
    1325 -0.71917614E+01 -0.10399928E-16 -0.76075473E+01  0.56990402E-17
    1326 -0.71923374E+01 -0.10399830E-16 -0.76075473E+01  0.56990402E-17
    1327 -0.71930091E+01 -0.10399613E-16 -0.76075473E+01  0.56990402E-17
    1328 -0.71935764E+01 -0.10399802E-16 -0.76075473E+01  0.56990402E-17
    1329 -0.71940572E+01 -0.10400115E-16 -0.76075473E+01  0.56990402E-17
    1330 -0.71945568E+01 -0.10400075E-16 -0.76075473E+01  0.56990402E-17
    1331 -0.71950636E+01 -0.10400274E-16 -0.76075473E+01  0.56990402E-17
    1332 -0.71956503E+01 -0.10400089E-16 -0.76075473E+01  0.56990402E-17
    1333 -0.71961305E+01 -0.10400286E-16 -0.76075473E+01  0.56990402E-17
    1334 -0.71966402E+01 -0.10400295E-16 -0.76075473E+01  0.56990402E-17
    1335 -0.71972008E+01 -0.10399987E-16 -0.76075473E+01  0.56990402E-17
    1336 -0.71978164E+01 -0.10399819E-16 -0.76075473E+01  0.56990402E-17
    1337 -0.71982660E+01 -0.10399721E-16 -0.76075473E+01  0.56990402E-17
    1338 -0.71988068E+01 -0.10399742E-16 -0.76075473E+01  0.56990402E-17
    1339 -0.71993587E+01 -0.10399541E-16 -0.76075473E+01  0.56990402E-17
    1340 -0.71998443E+01 -0.10399272E-16 -0.76075473E+01  0.56990402E-17
    1341 -0.72004614E+01 -0.10398876E-16 -0.76075473E+01  0.56990402E-17
    1342 -0.72008745E+01 -0.10399006E-16 -0.76075473E+01  0.56990402E-17
    1343 -0.72013076E+01 -0.10398947E-16 -0.76075473E+01  0.56990402E-17
    1344 -0.72018273E+01 -0.10398679E-16 -0.76075473E+01  0.56990402E-17
    1345 -0.72023726E+01 -0.10398336E-16 -0.76075473E+01  0.56990402E-17
    1346 -0.72028433E+01 -0.10398148E-16 -0.76075473E+01  0.56990402E-17
    1347 -0.72033494E+01 -0.10397949E-16 -0.76075473E+01  0.56990402E-17
    1348 -0.72038939E+01 -0.10398036E-16 -0.76075473E+01  0.56990402E-17
    1349 -0.72043972E+01 -0.10398332E-16 -0.76075473E+01  0.56990402E-17
    1350 -0.72048327E+01 -0.10398411E-16 -0.76075473E+01  0.56990402E-17
    1351 -0.72052831E+01 -0.10398520E-16 -0.76075473E+01  0.56990402E-17
    1352 -0.72057354E+01 -0.10398423E-16 -0.76075473E+01  0.56990402E-17
    1353 -0.72061977E+01 -0.10398443E-16 -0.76075473E+01  0.56990402E-17
    1354 -0.72065893E+01 -0.10398400E-16 -0.76075473E+01  0.56990402E-17
    1355 -0.72069787E+01 -0.10398558E-16 -0.76075473E+01  0.56990402E-17
    1356 -0.72073833E+01 -0.10398634E-16 -0.76075473E+01  0.56990402E-17
    1357 -0.72079038E+01 -0.10398943E-16 -0.76075473E+01  0.56990402E-17
    1358 -0.72083498E+01 -0.10398996E-16 -0.76075473E+01  0.56990402E-17
    1359 -0.72089076E+01 -0.10399610E-16 -0.76075473E+01  0.56990402E-17
    1360 -0.72093166E+01 -0.10399509E-16 -0.76075473E+01  0.56990402E-17
    1361 -0.72097047E+01 -0.10399550E-16 -0.76075473E+01  0.56990402E-17
    1362 -0.72101146E+01 -0.10399540E-16 -0.76075473E+01  0.56990402E-17
    1363 -0.72105563E+01 -0.10399540E-16 -0.76075473E+01  0.56990402E-17
    1364 -0.72109660E+01 -0.10399535E-16 -0.76075473E+01  0.56990402E-17
    1365 -0.72114138E+01 -0.10399343E-16 -0.76075473E+01  0.56990402E-17
    1366 -0.72118161E+01 -0.10399363E-16 -0.76075473E+01  0.56990402E-17
    1367 -0.72121996E+01 -0.10399500E-16 -0.76075473E+01  0.56990402E-17
    1368 -0.72125848E+01 -0.10399438E-16 -0.76075473E+01  0.56990402E-17
    1369 -0.72129658E+01 -0.10399535E-16 -0.76075473E+01  0.56990402E-17
    1370 -0.72133674E+01 -0.10399403E-16 -0.76075473E+01  0.56990402E-17
    1371 -0.72137877E+01 -0.10399324E-16 -0.76075473E+01  0.56990402E-17
    1372 -0.72142145E+01 -0.10399463E-16 -0.76075473E+01  0.56990402E-17
    1373 -0.72145778E+01 -0.10399210E-16 -0.76075473E+01  0.56990402E-17
    1374 -0.72150985E+01 -0.10399440E-16 -0.76075473E+01  0.56990402E-17
    1375 -0.72155351E+01 -0.10399458E-16 -0.76075473E+01  0.56990402E-17
    1376 -0.72159629E+01 -0.10399440E-16 -0.76075473E+01  0.56990402E-17
    1377 -0.72164229E+01 -0.10399388E-16 -0.76075473E+01  0.56990402E-17
    1378 -0.72168323E+01 -0.10399301E-16 -0.76075473E+01  0.56990402E-17
    1379 -0.72174100E+01 -0.10399368E-16 -0.76075473E+01  0.56990402E-17
    1380 -0.72178368E+01 -0.10399355E-16 -0.76075473E+01  0.56990402E-17
    1381 -0.72182642E+01 -0.10399485E-16 -0.76075473E+01  0.56990402E-17
    1382 -0.72186632E+01 -0.10399583E-16 -0.76075473E+01  0.56990402E-17
    1383 -0.72191510E+01 -0.10399603E-16 -0.76075473E+01  0.56990402E-17
    1384 -0.72195445E+01 -0.10399556E-16 -0.76075473E+01  0.56990402E-17
    1385 -0.72200143E+01 -0.10399470E-16 -0.76075473E+01  0.56990402E-17
    1386 -0.72204857E+01 -0.10399469E-16 -0.76075473E+01  0.56990402E-17
    1387 -0.72208802E+01 -0.10399348E-16 -0.76075473E+01  0.56990402E-17
    1388 -0.72212690E+01 -0.10399187E-16 -0.76075473E+01  0.56990402E-17
    1389 -0.72217416E+01 -0.10399380E-16 -0.76075473E+01  0.56990402E-17
    1390 -0.72221829E+01 -0.10399236E-16 -0.76075473E+01  0.56990402E-17
    1391 -0.72226536E+01 -0.10399242E-16 -0.76075473E+01  0.56990402E-17
    1392 -0.72231416E+01 -0.10399358E-16 -0.76075473E+01  0.56990402E-17
    1393 -0.72235700E+01 -0.10399374E-16 -0.76075473E+01  0.56990402E-17
    1394 -0.72239753E+01 -0.10399316E-16 -0.76075473E+01  0.56990402E-17
    1395 -0.72244520E+01 -0.10399285E-16 -0.76075473E+01  0.56990402E-17
    1396 -0.72249258E+01 -0.10399235E-16 -0.76075473E+01  0.56990402E-17
    1397 -0.72253120E+01 -0.10399306E-16 -0.76075473E+01  0.56990402E-17
    1398 -0.72257782E+01 -0.10399297E-16 -0.76075473E+01  0.56990402E-17
    1399 -0.72262632E+01 -0.10399534E-16 -0.76075473E+01  0.56990402E-17
    1400 -0.72267213E+01 -0.10399528E-16 -0.76075473E+01  0.56990402E-17
    1401 -0.72272843E+01 -0.10399851E-16 -0.76075473E+01  0.56990402E-17
    1402 -0.72278335E+01 -0.10399998E-16 -0.76075473E+01  0.56990402E-17
    1403 -0.72283734E+01 -0.10400090E-16 -0.76075473E+01  0.56990402E-17
    1404 -0.72290294E+01 -0.10399856E-16 -0.76075473E+01  0.56990402E-17
    1405 -0.72296513E+01 -0.10399615E-16 -0.76075473E+01  0.56990402E-17
    1406 -0.72301823E+01 -0.10399595E-16 -0.76075473E+01  0.56990402E-17
    1407 -0.72306972E+01 -0.10399310E-16 -0.76075473E+01  0.56990402E-17
    1408 -0.72311194E+01 -0.10399226E-16 -0.76075473E+01  0.56990402E-17
    1409 -0.72316519E+01 -0.10399233E-16 -0.76075473E+01  0.56990402E-17
    1410 -0.72321800E+01 -0.10399225E-16 -0.76075473E+01  0.56990402E-17
    1411 -0.72326624E+01 -0.10398820E-16 -0.76075473E+01  0.56990402E-17
    1412 -0.72331129E+01 -0.10398592E-16 -0.76075473E+01  0.56990402E-17
    1413 -0.72335772E+01 -0.10398653E-16 -0.76075473E+01  0.56990402E-17
    1414 -0.72340411E+01 -0.10398518E-16 -0.76075473E+01  0.56990402E-17
    1415 -0.72345953E+01 -0.10398432E-16 -0.76075473E+01  0.56990402E-17
    1416 -0.72350995E+01 -0.10398072E-16 -0.76075473E+01  0.56990402E-17
    1417 -0.72355656E+01 -0.10397966E-16 -0.76075473E+01  0.56990402E-17
    1418 -0.72359753E+01 -0.10398040E-16 -0.76075473E+01  0.56990402E-17
    1419 -0.72364936E+01 -0.10397767E-16 -0.76075473E+01  0.56990402E-17
    1420 -0.72369018E+01 -0.10397926E-16 -0.76075473E+01  0.56990402E-17
    1421 -0.72373315E+01 -0.10398032E-16 -0.76075473E+01  0.56990402E-17
    1422 -0.72378207E+01 -0.10398159E-16 -0.76075473E+01  0.56990402E-17
    1423 -0.72382212E+01 -0.10398093E-16 -0.76075473E+01  0.56990402E-17
    1424 -0.72386365E+01 -0.10398120E-16 -0.76075473E+01  0.56990402E-17
    1425 -0.72390271E+01 -0.10397946E-16 -0.76075473E+01  0.56990402E-17
    1426 -0.72394343E+01 -0.10397796E-16 -0.76075473E+01  0.56990402E-17
    1427 -0.72398615E+01 -0.10397779E-16 -0.76075473E+01  0.56990402E-17
    1428 -0.72402532E+01 -0.10397665E-16 -0.76075473E+01  0.56990402E-17
    1429 -0.72406500E+01 -0.10397558E-16 -0.76075473E+01  0.56990402E-17
    1430 -0.72410816E+01 -0.10397477E-16 -0.76075473E+01  0.56990402E-17
    1431 -0.72415014E+01 -0.10397439E-16 -0.76075473E+01  0.56990402E-17
    1432 -0.72418225E+01 -0.10397365E-16 -0.76075473E+01  0.56990402E-17
    1433 -0.72421984E+01 -0.10397367E-16 -0.76075473E+01  0.56990402E-17
    1434 -0.72425635E+01 -0.10397416E-16 -0.76075473E+01  0.56990402E-17
    1435 -0.72429333E+01 -0.10397488E-16 -0.76075473E+01  0.56990402E-17
    1436 -0.72433252E+01 -0.10397511E-16 -0.76075473E+01  0.56990402E-17
    1437 -0.72437151E+01 -0.10397550E-16 -0.76075473E+01  0.56990402E-17
    1438 -0.72441187E+01 -0.10397630E-16 -0.76075473E+01  0.56990402E-17
    1439 -0.72445448E+01 -0.10397658E-16 -0.76075473E+01  0.56990402E-17
    1440 -0.72449251E+01 -0.10397617E-16 -0.76075473E+01  0.56990402E-17
    1441 -0.72453141E+01 -0.10397656E-16 -0.76075473E+01  0.56990402E-17
    1442 -0.72457071E+01 -0.10397542E-16 -0.76075473E+01  0.56990402E-17
    1443 -0.72461281E+01 -0.10397281E-16 -0.76075473E+01  0.56990402E-17
    1444 -0.72465704E+01 -0.10397290E-16 -0.76075473E+01  0.56990402E-17
    1445 -0.72470027E+01 -0.10397222E-16 -0.76075473E+01  0.56990402E-17
    1446 -0.72473697E+01 -0.10397267E-16 -0.76075473E+01  0.56990402E-17
    1447 -0.72477460E+01 -0.10397245E-16 -0.76075473E+01  0.56990402E-17
    1448 -0.72481490E+01 -0.10397161E-16 -0.76075473E+01  0.56990402E-17
    1449 -0.72485323E+01 -0.10396900E-16 -0.76075473E+01  0.56990402E-17
    1450 -0.72489852E+01 -0.10396724E-16 -0.76075473E+01  0.56990402E-17
    1451 -0.72493734E+01 -0.10396588E-16 -0.76075473E+01  0.56990402E-17
    1452 -0.72497583E+01 -0.10396482E-16 -0.76075473E+01  0.56990402E-17
    1453 -0.72501984E+01 -0.10396505E-16 -0.76075473E+01  0.56990402E-17
    1454 -0.72506442E+01 -0.10396219E-16 -0.76075473E+01  0.56990402E-17
    1455 -0.72510412E+01 -0.10396278E-16 -0.76075473E+01  0.56990402E-17
    1456 -0.72514495E+01 -0.10396273E-16 -0.76075473E+01  0.56990402E-17
    1457 -0.72518750E+01 -0.10396146E-16 -0.76075473E+01  0.56990402E-17
    1458 -0.72523029E+01 -0.10396439E-16 -0.76075473E+01  0.56990402E-17
    1459 -0.72527037E+01 -0.10396459E-16 -0.76075473E+01  0.56990402E-17
    1460 -0.72531759E+01 -0.10396305E-16 -0.76075473E+01  0.56990402E-17
    1461 -0.72535774E+01 -0.10396171E-16 -0.76075473E+01  0.56990402E-17
    1462 -0.72540612E+01 -0.10395911E-16 -0.76075473E+01  0.56990402E-17
    1463 -0.72544858E+01 -0.10395905E-16 -0.76075473E+01  0.56990402E-17
    1464 -0.72549134E+01 -0.10395706E-16 -0.76075473E+01  0.56990402E-17
    1465 -0.72553784E+01 -0.10395567E-16 -0.76075473E+01  0.56990402E-17
    1466 -0.72558105E+01 -0.10395491E-16 -0.76075473E+01  0.56990402E-17
    1467 -0.72562347E+01 -0.10395304E-16 -0.76075473E+01  0.56990402E-17
    1468 -0.72566341E+01 -0.10395326E-16 -0.76075473E+01  0.56990402E-17
    1469 -0.72570437E+01 -0.10395137E-16 -0.76075473E+01  0.56990402E-17
    1470 -0.72574848E+01 -0.10394871E-16 -0.76075473E+01  0.56990402E-17
    1471 -0.72578475E+01 -0.10394876E-16 -0.76075473E+01  0.56990402E-17
    1472 -0.72582807E+01 -0.10394940E-16 -0.76075473E+01  0.56990402E-17
    1473 -0.72586894E+01 -0.10395009E-16 -0.76075473E+01  0.56990402E-17
    1474 -0.72591044E+01 -0.10394879E-16 -0.76075473E+01  0.56990402E-17
    1475 -0.72595098E+01 -0.10394839E-16 -0.76075473E+01  0.56990402E-17
    1476 -0.72599297E+01 -0.10395028E-16 -0.76075473E+01  0.56990402E-17
    1477 -0.72604349E+01 -0.10394804E-16 -0.76075473E+01  0.56990402E-17
    1478 -0.72608378E+01 -0.10394722E-16 -0.76075473E+01  0.56990402E-17
    1479 -0.72612909E+01 -0.10394698E-16 -0.76075473E+01  0.56990402E-17
    1480 -0.72616644E+01 -0.10394715E-16 -0.76075473E+01  0.56990402E-17
    1481 -0.72620843E+01 -0.10394753E-16 -0.76075473E+01  0.56990402E-17
    1482 -0.72625211E+01 -0.10394737E-16 -0.76075473E+01  0.56990402E-17
    1483 -0.72629478E+01 -0.10394631E-16 -0.76075473E+01  0.56990402E-17
    1484 -0.72633843E+01 -0.10394596E-16 -0.76075473E+01  0.56990402E-17
    1485 -0.72638384E+01 -0.10394766E-16 -0.76075473E+01  0.56990402E-17
    1486 -0.72643525E+01 -0.10394559E-16 -0.76075473E+01  0.56990402E-17
    1487 -0.72648121E+01 -0.10394595E-16 -0.76075473E+01  0.56990402E-17
    1488 -0.72652948E+01 -0.10394678E-16 -0.76075473E+01  0.56990402E-17
    1489 -0.72657583E+01 -0.10394806E-16 -0.76075473E+01  0.56990402E-17
    1490 -0.72662462E+01 -0.10394867E-16 -0.76075473E+01  0.56990402E-17
    1491 -0.72666682E+01 -0.10394759E-16 -0.76075473E+01  0.56990402E-17
    1492 -0.72670987E+01 -0.10394762E-16 -0.76075473E+01  0.56990402E-17
    1493 -0.72676187E+01 -0.10394684E-16 -0.76075473E+01  0.56990402E-17
    1494 -0.72680452E+01 -0.10394631E-16 -0.76075473E+01  0.56990402E-17
    1495 -0.72684966E+01 -0.10394718E-16 -0.76075473E+01  0.56990402E-17
    1496 -0.72689298E+01 -0.10394654E-16 -0.76075473E+01  0.56990402E-17
    1497 -0.72693495E+01 -0.10394617E-16 -0.76075473E+01  0.56990402E-17
    1498 -0.72697768E+01 -0.10394531E-16 -0.76075473E+01  0.56990402E-17
    1499 -0.72701987E+01 -0.10394506E-16 -0.76075473E+01  0.56990402E-17
    1500 -0.72706237E+01 -0.10394511E-16 -0.76075473E+01  0.56990402E-17
    1501 -0.72710861E+01 -0.10394463E-16 -0.76075473E+01  0.56990402E-17
    1502 -0.72714745E+01 -0.10394535E-16 -0.76075473E+01  0.56990402E-17
    1503 -0.72718834E+01 -0.10394575E-16 -0.76075473E+01  0.56990402E-17
    1504 -0.72722840E+01 -0.10394470E-16 -0.76075473E+01  0.56990402E-17
    1505 -0.72727057E+01 -0.10394564E-16 -0.76075473E+01  0.56990402E-17
    1506 -0.72731056E+01 -0.10394586E-16 -0.76075473E+01  0.56990402E-17
    1507 -0.72735515E+01 -0.10394645E-16 -0.76075473E+01  0.56990402E-17
    1508 -0.72739731E+01 -0.10394673E-16 -0.76075473E+01  0.56990402E-17
    1509 -0.72743923E+01 -0.10394828E-16 -0.76075473E+01  0.56990402E-17
    1510 -0.72748210E+01 -0.10394751E-16 -0.76075473E+01  0.56990402E-17
    1511 -0.72752824E+01 -0.10394798E-16 -0.76075473E+01  0.56990402E-17
    1512 -0.72756775E+01 -0.10394779E-16 -0.76075473E+01  0.56990402E-17
    1513 -0.72760784E+01 -0.10394853E-16 -0.76075473E+01  0.56990402E-17
    1514 -0.72765021E+01 -0.10394775E-16 -0.76075473E+01  0.56990402E-17
    1515 -0.72769298E+01 -0.10394743E-16 -0.76075473E+01  0.56990402E-17
    1516 -0.72773891E+01 -0.10394711E-16 -0.76075473E+01  0.56990402E-17
    1517 -0.72778310E+01 -0.10394746E-16 -0.76075473E+01  0.56990402E-17
    1518 -0.72782312E+01 -0.10394811E-16 -0.76075473E+01  0.56990402E-17
    1519 -0.72786664E+01 -0.10394911E-16 -0.76075473E+01  0.56990402E-17
    1520 -0.72790950E+01 -0.10394975E-16 -0.76075473E+01  0.56990402E-17
    1521 -0.72795473E+01 -0.10394876E-16 -0.76075473E+01  0.56990402E-17
    1522 -0.72799499E+01 -0.10394992E-16 -0.76075473E+01  0.56990402E-17
    1523 -0.72803924E+01 -0.10395020E-16 -0.76075473E+01  0.56990402E-17
    1524 -0.72809269E+01 -0.10394997E-16 -0.76075473E+01  0.56990402E-17
    1525 -0.72813399E+01 -0.10394972E-16 -0.76075473E+01  0.56990402E-17
    1526 -0.72818301E+01 -0.10394816E-16 -0.76075473E+01  0.56990402E-17
    1527 -0.72822515E+01 -0.10394875E-16 -0.76075473E+01  0.56990402E-17
    1528 -0.72826978E+01 -0.10394979E-16 -0.76075473E+01  0.56990402E-17
    1529 -0.72831292E+01 -0.10394972E-16 -0.76075473E+01  0.56990402E-17
    1530 -0.72835199E+01 -0.10394983E-16 -0.76075473E+01  0.56990402E-17
    1531 -0.72839649E+01 -0.10394963E-16 -0.76075473E+01  0.56990402E-17
    1532 -0.72844342E+01 -0.10395055E-16 -0.76075473E+01  0.56990402E-17
    1533 -0.72848224E+01 -0.10395085E-16 -0.76075473E+01  0.56990402E-17
    1534 -0.72852509E+01 -0.10395072E-16 -0.76075473E+01  0.56990402E-17
    1535 -0.72856973E+01 -0.10394984E-16 -0.76075473E+01  0.56990402E-17
    1536 -0.72860754E+01 -0.10395016E-16 -0.76075473E+01  0.56990402E-17
    1537 -0.72865366E+01 -0.10394972E-16 -0.76075473E+01  0.56990402E-17
    1538 -0.72869635E+01 -0.10394912E-16 -0.76075473E+01  0.56990402E-17
    1539 -0.72873925E+01 -0.10394902E-16 -0.76075473E+01  0.56990402E-17
    1540 -0.72878040E+01 -0.10395020E-16 -0.76075473E+01  0.56990402E-17
    1541 -0.72882606E+01 -0.10394999E-16 -0.76075473E+01  0.56990402E-17
    1542 -0.72886545E+01 -0.10395077E-16 -0.76075473E+01  0.56990402E-17
    1543 -0.72890894E+01 -0.10395156E-16 -0.76075473E+01  0.56990402E-17
    1544 -0.72894979E+01 -0.10395073E-16 -0.76075473E+01  0.56990402E-17
    1545 -0.72899255E+01 -0.10395165E-16 -0.76075473E+01  0.56990402E-17
    1546 -0.72903175E+01 -0.10395143E-16 -0.76075473E+01  0.56990402E-17
    1547 -0.72907791E+01 -0.10395319E-16 -0.76075473E+01  0.56990402E-17
    1548 -0.72912749E+01 -0.10395551E-16 -0.76075473E+01  0.56990402E-17
    1549 -0.72917853E+01 -0.10395612E-16 -0.76075473E+01  0.56990402E-17
    1550 -0.72922177E+01 -0.10395591E-16 -0.76075473E+01  0.56990402E-17
    1551 -0.72927331E+01 -0.10395534E-16 -0.76075473E+01  0.56990402E-17
    1552 -0.72932326E+01 -0.10395529E-16 -0.76075473E+01  0.56990402E-17
    1553 -0.72937569E+01 -0.10395823E-16 -0.76075473E+01  0.56990402E-17
    1554 -0.72942967E+01 -0.10395785E-16 -0.76075473E+01  0.56990402E-17
    1555 -0.72949055E+01 -0.10395652E-16 -0.76075473E+01  0.56990402E-17
    1556 -0.72954997E+01 -0.10395197E-16 -0.76075473E+01  0.56990402E-17
    1557 -0.72959908E+01 -0.10395004E-16 -0.76075473E+01  0.56990402E-17
    1558 -0.72965461E+01 -0.10394955E-16 -0.76075473E+01  0.56990402E-17
    1559 -0.72970555E+01 -0.10395048E-16 -0.76075473E+01  0.56990402E-17
    1560 -0.72976181E+01 -0.10394838E-16 -0.76075473E+01  0.56990402E-17
    1561 -0.72981574E+01 -0.10394644E-16 -0.76075473E+01  0.56990402E-17
    1562 -0.72986003E+01 -0.10394642E-16 -0.76075473E+01  0.56990402E-17
    1563 -0.72990501E+01 -0.10394759E-16 -0.76075473E+01  0.56990402E-17
    1564 -0.72996826E+01 -0.10394696E-16 -0.76075473E+01  0.56990402E-17
    1565 -0.73003827E+01 -0.10394660E-16 -0.76075473E+01  0.56990402E-17
    1566 -0.73009408E+01 -0.10394934E-16 -0.76075473E+01  0.56990402E-17
    1567 -0.73013955E+01 -0.10394947E-16 -0.76075473E+01  0.56990402E-17
    1568 -0.73020076E+01 -0.10395099E-16 -0.76075473E+01  0.56990402E-17
    1569 -0.73025174E+01 -0.10395121E-16 -0.76075473E+01  0.56990402E-17
    1570 -0.73030697E+01 -0.10395123E-16 -0.76075473E+01  0.56990402E-17
    1571 -0.73036020E+01 -0.10395182E-16 -0.76075473E+01  0.56990402E-17
    1572 -0.73041856E+01 -0.10395488E-16 -0.76075473E+01  0.56990402E-17
    1573 -0.73047436E+01 -0.10395735E-16 -0.76075473E+01  0.56990402E-17
    1574 -0.73053847E+01 -0.10395868E-16 -0.76075473E+01  0.56990402E-17
    1575 -0.73059412E+01 -0.10396080E-16 -0.76075473E+01  0.56990402E-17
    1576 -0.73064607E+01 -0.10396125E-16 -0.76075473E+01  0.56990402E-17
    1577 -0.73070198E+01 -0.10396310E-16 -0.76075473E+01  0.56990402E-17
    1578 -0.73075723E+01 -0.10396330E-16 -0.76075473E+01  0.56990402E-17
    1579 -0.73081042E+01 -0.10396386E-16 -0.76075473E+01  0.56990402E-17
    1580 -0.73086706E+01 -0.10396277E-16 -0.76075473E+01  0.56990402E-17
    1581 -0.73092227E+01 -0.10396260E-16 -0.76075473E+01  0.56990402E-17
    1582 -0.73097710E+01 -0.10396229E-16 -0.76075473E+01  0.56990402E-17
    1583 -0.73103274E+01 -0.10396265E-16 -0.76075473E+01  0.56990402E-17
    1584 -0.73108507E+01 -0.10396349E-16 -0.76075473E+01  0.56990402E-17
    1585 -0.73114651E+01 -0.10396383E-16 -0.76075473E+01  0.56990402E-17
    1586 -0.73119935E+01 -0.10396259E-16 -0.76075473E+01  0.56990402E-17
    1587 -0.73125066E+01 -0.10396212E-16 -0.76075473E+01  0.56990402E-17
    1588 -0.73130776E+01 -0.10396370E-16 -0.76075473E+01  0.56990402E-17
    1589 -0.73135378E+01 -0.10396331E-16 -0.76075473E+01  0.56990402E-17
    1590 -0.73140966E+01 -0.10396426E-16 -0.76075473E+01  0.56990402E-17
    1591 -0.73146670E+01 -0.10396437E-16 -0.76075473E+01  0.56990402E-17
    1592 -0.73152073E+01 -0.10396398E-16 -0.76075473E+01  0.56990402E-17
    1593 -0.73157764E+01 -0.10396383E-16 -0.76075473E+01  0.56990402E-17
    1594 -0.73163913E+01 -0.10396385E-16 -0.76075473E+01  0.56990402E-17
    1595 -0.73169370E+01 -0.10396274E-16 -0.76075473E+01  0.56990402E-17
    1596 -0.73174937E+01 -0.10395964E-16 -0.76075473E+01  0.56990402E-17
    1597 -0.73181065E+01 -0.10396113E-16 -0.76075473E+01  0.56990402E-17
    1598 -0.73186671E+01 -0.10396342E-16 -0.76075473E+01  0.56990402E-17
    1599 -0.73192858E+01 -0.10396181E-16 -0.76075473E+01  0.56990402E-17
    1600 -0.73199313E+01 -0.10396218E-16 -0.76075473E+01  0.56990402E-17
    1601 -0.73204739E+01 -0.10396158E-16 -0.76075473E+01  0.56990402E-17
    1602 -0.73210480E+01 -0.10396208E-16 -0.76075473E+01  0.56990402E-17
    1603 -0.73216447E+01 -0.10396152E-16 -0.76075473E+01  0.56990402E-17
    1604 -0.73222286E+01 -0.10396421E-16 -0.76075473E+01  0.56990402E-17
    1605 -0.73228273E+01 -0.10396404E-16 -0.76075473E+01  0.56990402E-17
    1606 -0.73233860E+01 -0.10396617E-16 -0.76075473E+01  0.56990402E-17
    1607 -0.73239429E+01 -0.10396557E-16 -0.76075473E+01  0.56990402E-17
    1608 -0.73245667E+01 -0.10396599E-16 -0.76075473E+01  0.56990402E-17
    1609 -0.73251206E+01 -0.10396727E-16 -0.76075473E+01  0.56990402E-17
    1610 -0.73257091E+01 -0.10396906E-16 -0.76075473E+01  0.56990402E-17
    1611 -0.73262531E+01 -0.10396932E-16 -0.76075473E+01  0.56990402E-17
    1612 -0.73267590E+01 -0.10396846E-16 -0.76075473E+01  0.56990402E-17
    1613 -0.73273292E+01 -0.10397013E-16 -0.76075473E+01  0.56990402E-17
    1614 -0.73279424E+01 -0.10396992E-16 -0.76075473E+01  0.56990402E-17
    1615 -0.73285594E+01 -0.10397132E-16 -0.76075473E+01  0.56990402E-17
    1616 -0.73291193E+01 -0.10397079E-16 -0.76075473E+01  0.56990402E-17
    1617 -0.73296670E+01 -0.10397109E-16 -0.76075473E+01  0.56990402E-17
    1618 -0.73301607E+01 -0.10397221E-16 -0.76075473E+01  0.56990402E-17
    1619 -0.73307094E+01 -0.10397294E-16 -0.76075473E+01  0.56990402E-17
    1620 -0.73312719E+01 -0.10397515E-16 -0.76075473E+01  0.56990402E-17
    1621 -0.73318517E+01 -0.10397479E-16 -0.76075473E+01  0.56990402E-17
    1622 -0.73323663E+01 -0.10397617E-16 -0.76075473E+01  0.56990402E-17
    1623 -0.73329084E+01 -0.10397690E-16 -0.76075473E+01  0.56990402E-17
    1624 -0.73334608E+01 -0.10397799E-16 -0.76075473E+01  0.56990402E-17
    1625 -0.73340298E+01 -0.10397894E-16 -0.76075473E+01  0.56990402E-17
    1626 -0.73345717E+01 -0.10398038E-16 -0.76075473E+01  0.56990402E-17
    1627 -0.73351800E+01 -0.10398063E-16 -0.76075473E+01  0.56990402E-17
    1628 -0.73357168E+01 -0.10398218E-16 -0.76075473E+01  0.56990402E-17
    1629 -0.73362169E+01 -0.10398237E-16 -0.76075473E+01  0.56990402E-17
    1630 -0.73368005E+01 -0.10398393E-16 -0.76075473E+01  0.56990402E-17
    1631 -0.73372876E+01 -0.10398406E-16 -0.76075473E+01  0.56990402E-17
    1632 -0.73379143E+01 -0.10398455E-16 -0.76075473E+01  0.56990402E-17
    1633 -0.73384728E+01 -0.10398383E-16 -0.76075473E+01  0.56990402E-17
    1634 -0.73390688E+01 -0.10398412E-16 -0.76075473E+01  0.56990402E-17
    1635 -0.73396258E+01 -0.10398353E-16 -0.76075473E+01  0.56990402E-17
    1636 -0.73402619E+01 -0.10398404E-16 -0.76075473E+01  0.56990402E-17
    1637 -0.73408520E+01 -0.10398314E-16 -0.76075473E+01  0.56990402E-17
    1638 -0.73415215E+01 -0.10398342E-16 -0.76075473E+01  0.56990402E-17
    1639 -0.73422148E+01 -0.10398474E-16 -0.76075473E+01  0.56990402E-17
    1640 -0.73428014E+01 -0.10398356E-16 -0.76075473E+01  0.56990402E-17
    1641 -0.73434851E+01 -0.10398295E-16 -0.76075473E+01  0.56990402E-17
    1642 -0.73441031E+01 -0.10398211E-16 -0.76075473E+01  0.56990402E-17
    1643 -0.73447172E+01 -0.10398314E-16 -0.76075473E+01  0.56990402E-17
    1644 -0.73453563E+01 -0.10398113E-16 -0.76075473E+01  0.56990402E-17
    1645 -0.73459899E+01 -0.10398134E-16 -0.76075473E+01  0.56990402E-17
    1646 -0.73466924E+01 -0.10398070E-16 -0.76075473E+01  0.56990402E-17
